KKID,KKMC,CLOUD_ID,TOLLGATENO,DWSSQY,DWZT,QDFS,QDDBH,QDQBMS,JGZT,SFNRGJJH,FXS,DWPMT,DWPMTMS,DXXSJT,DXXSJTMS,NXBSJT,NXBSJTMS,XXDSJT,XXDSJTMS,BXNSJT,BXNSJTMS,ISDELFLG,JGSB
0272014JY00036,光谷大道凌家山北路JY,10096,0272014JY00036,3,0,,,,,1,2,,,,,upload/20150410/20150410134417n.jpg,,,,upload/20150410/20150410134412b.jpg,,1,
0272014JY00037,光谷大道武汉传媒学院JY,10097,0272014JY00037,3,0,,,,,1,2,,,,,upload/20150410/20150410121352nan.jpg,,,,upload/20150410/20150410121343bei.jpg,,1,
0272014JY00054,建设八路红钢三街JY,10111,0272014JY00054,3,0,,,,,1,2,,,,,upload/20150411/20150411103155n.jpg,,,,upload/20150411/20150411103149b.jpg,,1,
0272014JY00055,冶金大道工人村路JY,10112,0272014JY00055,3,0,,,,,1,2,,,upload/20150410/20150410141026d.jpg,,,,upload/20150410/20150410141032x.jpg,,,,1,
0272014JY00057,冶金大道工业二路JY,10113,0272014JY00057,3,0,,,,,1,2,,,upload/20150410/20150410141219d.jpg,,,,upload/20150410/20150410141224x.jpg,,,,1,
0272014JY00062,新华路马场角路JY,10115,0272014JY00062,2,0,,,,,1,2,,,,,,,upload/20150410/20150410152619x.jpg,,upload/20150410/20150410152625b.jpg,,1,
0272014JY00065,红旗渠路新湾三路JY,10116,0272014JY00065,2,0,,,,,1,2,,,upload/20150411/20150411111108d.jpg,,,,upload/20150411/20150411111112x.jpg,,,,1,
0272014JY00068,沿河大道古田四路JY,10117,0272014JY00068,2,0,,,,,1,2,,,upload/20150410/20150410152857d.jpg,,,,upload/20150410/20150410152851x.jpg,,,,1,
0272014JY00076,黄孝河路江大路JY,10121,0272014JY00076,2,0,,,,,1,2,,,upload/20150410/20150410153100d.jpg,,,,upload/20150410/20150410153104x.jpg,,,,1,
0272014JY00023,友谊大道新生路JY,10127,0272014JY00023,2,0,,,,,1,2,,,,,,,upload/20150410/20150410142241x.jpg,,upload/20150410/20150410142227b.jpg,,1,
2,洪山广场,10151,1,,,,,,,,,,,,,,,,,,,1,
12,长江大桥汉阳桥头,10153,12,1,0,,,,,,,,,,,,,,,,,1,
13,长江大桥汉阳引桥,10154,13,1,0,,,,,,,,,,,,,,,,,1,
14,龟山中,10155,14,1,0,,,,,,,,,,,,,,,,,1,
105,金马凯旋楼顶,10158,105,1,0,,,,,,,,,,,,,,,,,1,
2,省政府大门,10162,2,,0,,,,,,,,,,,,,,,,,1,
3,洪山广场隧道南,10163,3,1,0,,,,,,,,,,,,,,,,,1,
320,环湖路鹅嘴路口,10317,320,3,,,,,,,,,,,,,,,,,,1,
90,解放大道水厂路口,10318,90,2,,,,,,,,,,,,,,,,,,1,
321,梨园正门,10319,321,3,3,,,,,,,,,,,,,,,,,1,
91,建设大道航空路口,10320,91,2,,,,,,,,,,,,,,,,,,1,
322,中山路张之洞路口,10321,322,,0,,,,,,,,,,,,,,,,,1,
92,建设大道宝丰路口,10322,92,2,,,,,,,,,,,,,,,,,,1,
323,中山路隧道西进口,10323,323,1,0,,,,,,,,,,,,,,,,,1,
324,中山路雄楚大道立交,10324,324,1,0,,,,,,,,,,,,,,,,,1,
93,建设大道峡谷段,10325,93,2,,,,,,,,,,,,,,,,,,1,
365,武珞路光谷会展中心,10326,365,,0,,,,,,,,,,,,,,,,,1,
366,武珞路邮科院出口,10327,366,,0,,,,,,,,,,,,,,,,,1,
367,鲁巷广场段,10328,367,,0,,,,,,,,,,,,,,,,,1,
368,华中科技大学正门,10329,368,,0,,,,,,,,,,,,,,,,,1,
370,团结大道建十路口,10330,370,3,0,,,,,,,,,,,,,,,,,1,
371,友谊大道建二路口,10331,371,3,0,,,,,,,,,,,,,,,,,1,
369,丁字桥文安路口,10332,369,3,3,,,,,,,,,,,,,,,,,1,
4.201E+17,民权路黄陂街口,173,0272012XX12208,1,0,红路灯机柜,,,,,2,,,,,,,,,,,1,
4.201E+17,友谊南路满春街路口,224,0272012XX12209,1,0,红路灯机柜,,,,,2,,,,,,,,,,,1,
4.201E+17,京汉大道友谊路路,174,0272012XX12210,1,0,红路灯机柜,,,,,2,,,,,,,,,,,1,
4.201E+17,京汉大道前进五路,175,0272012XX12211,1,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,新华路长江日报路,176,0272012XX12212,2,0,红路灯机柜,,,,,2,,,,,,,,,,,1,
4.201E+17,香港路菱角湖路,177,0272012XX12213,,0,红路灯机柜,,,,,2,,,,,,,,,,,1,
4.201E+17,解放大道宝丰路,179,0272012XX12215,1,0,红路灯机柜,,,,,3,,,,,,,,,,,1,
4.201E+17,汉西三路汉西一路,181,0272012XX12218,2,0,红路灯机柜,,,,,2,,,,,,,,,,,1,
4.201E+17,鹦鹉大道汉新大道路口,182,0272012XX12219,3,0,红路灯机柜,,,,,3,,,,,,,,,,,1,
4.201E+17,中山大道利济路,178,0272012XX12214,1,,红路灯机柜,,,,,3,,,,,,,,,,,0,
701301002,滨江大道龟北路,10054,701301002,,,,,,,,1,,,,,,,,,,,1,
32,长江二桥汉口桥头堡,10194,32,1,0,,,,,,,,,,,,,,,,,1,
16,江汉一桥全景,10152,16,1,0,,,,,,,,,,,,,,,,,1,
15,龟山尾,10156,15,1,0,,,,,,,,,,,,,,,,,1,
42,汉阳大道钟家村路段,10157,42,1,0,,,,,,,,,,,,,,,,,1,
106,马沧湖路动物园路口,10159,106,2,0,,,,,,,,,,,,,,,,,1,
145,二桥路琴台路口,10160,145,1,0,,,,,,,,,,,,,,,,,1,
146,二桥路玫瑰园路口,10161,146,2,0,,,,,,,,,,,,,,,,,1,
4,武珞路中南路口,10164,4,,3,,,,,,,,,,,,,,,,,1,
150,汉阳大道罗七路口,10166,150,2,0,,,,,,,,,,,,,,,,,1,
155,琴台路五琴路段,10171,155,2,0,,,,,,,,,,,,,,,,,1,
156,江城大道琴台路口,10172,156,2,0,,,,,,,,,,,,,,,,,1,
157,琴台路罗七路口,10173,157,2,0,,,,,,,,,,,,,,,,,1,
158,琴台路赫山路口,10174,158,2,0,,,,,,,,,,,,,,,,,1,
159,汉阳大道汉阳火车站段,10175,208,2,0,,,,,,,,,,,,,,,,,1,
160,鹦鹉大道拦江堤路,10176,160,2,0,,,,,,,,,,,,,,,,,1,
161,汉阳大队门前,10177,161,3,0,,,,,,,,,,,,,,,,,1,
162,江城大道墨水湖大桥北,10178,162,3,0,,,,,,,,,,,,,,,,,1,
163,扁担山陵园处,10179,163,3,0,,,,,,,,,,,,,,,,,1,
180,汉蔡路金龙路路口,10180,180,3,0,,,,,,,,,,,,,,,,,1,
33,长江二桥汉口铁索,10195,33,,0,,,,,,,,,,,,,,,,,1,
35,长江二桥和平大道路口,10196,35,,0,,,,,,,,,,,,,,,,,1,
36,徐东大街友谊大道段,10197,36,3,0,,,,,,,,,,,,,,,,,1,
37,徐东大街团结大道段,10198,37,3,0,,,,,,,,,,,,,,,,,1,
38,岳家嘴立交桥上,10199,38,3,0,,,,,,,,,,,,,,,,,1,
39,中北路楚汉路,10200,39,3,0,,,,,,,,,,,,,,,,,1,
40,中北路公正路 ,10201,40,3,0,,,,,,,,,,,,,,,,,1,
41,中北路东湖路段,10202,41,2,0,,,,,,,,,,,,,,,,,1,
0272014JY00040,中山路和平大道JY,10066,0272014JY00018,3,0,,,,,1,2,,,upload/20150410/20150410142431d.jpg,,,,upload/20150410/20150410142435x.jpg,,,,1,
0272014JY00027,沿河大道古田三路JY,10087,0272014JY00027,2,0,,,,,1,2,,,upload/20150410/20150410153209d.jpg,,,,upload/20150410/20150410153214x.jpg,,,,1,
0272014JY00028,解放大道海工大JY,10088,0272014JY00028,2,0,,,,,1,2,,,upload/20150410/20150410153252d.jpg,,,,upload/20150410/20150410153255x.jpg,,,,1,
0272014JY00051,中山大道崇仁路JY,10108,0272014JY00051,2,0,,,,,1,2,,,upload/20150411/20150411125416d.jpg,,,,upload/20150411/20150411125421x.jpg,,,,1,
0272014JY00053,和平大道建设二路JY,10110,0272014JY00053,2,0,,,,,1,2,,,upload/20150411/20150411103332d.jpg,,,,upload/20150411/20150411103340x.jpg,,,,1,
66,长江一桥解放路桥上,10203,66,1,0,,,,,,,,,,,,,,,,,1,
110,友谊大道厂前路口,10209,110,4,0,,,,,,,,,,,,,,,,,1,
111,冶金大道企业路口,10210,111,4,0,,,,,,,,,,,,,,,,,1,
112,冶金大道天兴洲段,10211,112,4,0,,,,,,,,,,,,,,,,,1,
113,冶金大道青山大队,10212,113,3,0,,,,,,,,,,,,,,,,,1,
114,冶金大道工业四路口,10213,114,3,0,,,,,,,,,,,,,,,,,1,
115,冶金大道工业二路口,10214,115,3,0,,,,,,,,,,,,,,,,,1,
116,和平大道工人村路口,10215,116,4,4,,,,,,,,,,,,,,,,,1,
119,和平大道建八路口,10218,119,3,0,,,,,,,,,,,,,,,,,1,
120,和平大道建七路口,10219,120,3,0,,,,,,,,,,,,,,,,,1,
121,和平大道建五路口,10220,121,3,0,,,,,,,,,,,,,,,,,1,
122,八大家转盘,10221,122,3,0,,,,,,,,,,,,,,,,,1,
123,和平大道建二路口,10222,123,3,3,,,,,,,,,,,,,,,,,1,
124,和平大道建一路口,10223,124,3,3,,,,,,,,,,,,,,,,,1,
127,和平大道才华街口,10224,127,2,,,,,,,,,,,,,,,,,,1,
128,友谊大道三环线段,10225,128,5,0,,,,,,,,,,,,,,,,,1,
129,友谊大道工业四路,10226,129,3,0,,,,,,,,,,,,,,,,,1,
130,友谊大道工业二路口,10227,130,3,0,,,,,,,,,,,,,,,,,1,
131,友谊大道工业一路口,10228,131,3,0,,,,,,,,,,,,,,,,,1,
132,友谊大道建三路口,10229,132,3,0,,,,,,,,,,,,,,,,,1,
133,友谊大道建一路口,10230,133,3,0,,,,,,,,,,,,,,,,,1,
134,友谊大道园林路口,10231,134,3,0,,,,,,,,,,,,,,,,,1,
135,友谊大道铁机路口,10232,135,2,0,,,,,,,,,,,,,,,,,1,
136,友谊大道纺机路口,10233,136,2,0,,,,,,,,,,,,,,,,,1,
137,友谊大道才华街口,10234,137,2,0,,,,,,,,,,,,,,,,,1,
139,友谊大道秦园路口,10235,139,2,2,,,,,,,,,,,,,,,,,1,
140,武青四干道秦园路口,10236,140,2,,,,,,,,,,,,,,,,,,1,
143,首义广场北路弯道,10237,143,2,0,,,,,,,,,,,,,,,,,0,
141,首义广场北路弯道,10238,141,1,0,,,,,,,,,,,,,,,,,1,
142,长江大桥下桥匝道,10239,142,1,0,,,,,,,,,,,,,,,,,1,
176,和平大道积玉桥路口,10245,176,1,0,,,,,,,,,,,,,,,,,1,
178,解放路张之洞路口,10247,178,1,0,,,,,,,,,,,,,,,,,1,
17,中山大道武胜路口,10248,17,1,,,,,,,,,,,,,,,,,,1,
18,中山大道利济路口,10249,18,1,,,,,,,,,,,,,,,,,,1,
0272014JY00001,滨江大道龟北路JY,10071,0272014JY00001,2,0,,,,,1,2,,,,,upload/20150411/20150411151842n.jpg,,,,upload/20150411/20150411151838b.jpg,,1,
0272014JY00002,琴台路五琴路JY,10072,0272014JY00002,2,0,,,,,1,2,,,upload/20150410/20150410140441d.jpg,,,,upload/20150410/20150410140448x.jpg,,,,1,
0272014JY00010,解放大道江汉路JY,10075,0272014JY00010,2,0,,,,,1,2,,,,,upload/20150410/20150410135549n.jpg,,,,upload/20150410/20150410135544b.jpg,,1,
0272014JY00033,关山大道创业街JY,10093,0272014JY00033,3,0,,,,,,2,,,,,"upload/20150410/20150410113314鍗？2鐩告満3鐏？1鎸傜.jpg,upload/20150410/20150410113740nan.jpg",,,,upload/20150410/20150410113815bei.jpg,,1,
0272014JY00043,华师园路华师一附中北门JY,10101,0272014JY00043,3,0,,,,,1,2,,,upload/20150410/20150410135232d.jpg,,,,upload/20150410/20150410135238x.jpg,,,,1,
0272014JY00044,民族大道政法学院大门口JY,10102,0272014JY00044,3,0,,,,,1,2,,,,,,,,,,,0,
0272014JY00045,友谊大道工业二路JY,10103,0272014JY00045,3,0,,,,,1,2,,,upload/20150410/20150410141808d.jpg,,,,upload/20150410/20150410141812x.jpg,,,,1,
0272014JY00046,沿江大道三阳路JY,10104,0272014JY00046,2,0,,,,,1,2,,,,,upload/20150410/20150410153826n.jpg,,,,upload/20150410/20150410153829b.jpg,,1,
0272014JY00048,工业四路随州街JY,10106,0272014JY00048,3,0,,,,,1,2,,,,,upload/20150410/20150410120724nan.jpg,,,,upload/20150410/20150410120713bei.jpg,,1,
0272014JY00052,和平大道建设一路JY,10109,0272014JY00052,3,0,,,,,1,2,,,upload/20150411/20150411103537d.jpg,,,,upload/20150411/20150411103541x.jpg,,,,1,
0272014JY00075,三眼桥路三眼桥北路JY,10120,0272014JY00075,2,0,,,,,1,2,,,,,upload/20150410/20150410154005n.jpg,,,,upload/20150410/20150410154001b.jpg,,1,
0272014JY00077,沿江大道张自忠路JY,10122,0272014JY00077,2,0,,,,,1,2,,,,,upload/20150410/20150410154100n.jpg,,,,upload/20150410/20150410154057b.jpg,,1,
0272014JY00078,友谊南路民主二路JY,10123,0272014JY00078,2,0,,,,,1,2,,,,,upload/20150410/20150410154307n.jpg,,,,upload/20150410/20150410154303b.jpg,,1,
0272014JY00084,工业路鄂州街JY,10125,0272014JY00084,2,0,,,,,1,2,,,,,upload/20150411/20150411103840n.jpg,,,,upload/20150411/20150411103844b.jpg,,1,
0272014JY00009,沿江大道南京路JY,10126,0272014JY00009,2,0,,,,,1,2,,,,,upload/20150410/20150410160535n.jpg,,,,upload/20150410/20150410160532b.jpg,,1,
0272014JY00067,秦园东路沙湖路JY,10136,0272014JY00067,3,,,,,,1,4,,,upload/20150411/20150411104437d.jpg,,upload/20150411/20150411104426n.jpg,,upload/20150411/20150411104420x.jpg,,upload/20150411/20150411104415b.jpg,,1,
19,航空路立交桥武胜路上桥处,10250,19,2,,,,,,,,,,,,,,,,,,1,
20,解放大道航空路口,10251,20,2,0,,,,,,,,,,,,,,,,,1,
21,航空路立交全景,10252,21,2,0,,,,,,,,,,,,,,,,,1,
22,解放大道中山公园段,10253,22,2,0,,,,,,,,,,,,,,,,,1,
23,解放大道新华路段,10254,23,2,0,,,,,,,,,,,,,,,,,1,
24,解放大道江汉北路口,10255,24,2,0,,,,,,,,,,,,,,,,,1,
25,解放大道台北路口,10256,25,2,0,,,,,,,,,,,,,,,,,1,
179,张之洞路首义路口,10257,179,1,0,,,,,,,,,,,,,,,,,1,
298,东湖路水果湖路,10280,298,,0,,,,,,,,,,,,,,,,,1,
294,南湖大道华中农大,10290,294,3,3,,,,,,,,,,,,,,,,,1,
301,野芷湖桥桥面,10291,301,3,3,,,,,,,,,,,,,,,,,1,
302,三环线文化路立交,10292,302,3,3,,,,,,,,,,,,,,,,,1,
305,武珞路珞狮路口,10293,305,3,3,,,,,,,,,,,,,,,,,1,
26,解放大道香港路立交,10294,26,2,0,,,,,,,,,,,,,,,,,1,
306,和平大道三弓路口,10295,306,3,0,,,,,,,,,,,,,,,,,1,
27,解放大道三阳路口,10296,27,2,0,,,,,,,,,,,,,,,,,1,
307,和平大道建四路口,10297,307,3,0,,,,,,,,,,,,,,,,,1,
28,解放大道解放公园路口,10298,28,2,0,,,,,,,,,,,,,,,,,1,
308,沿港路中百超市,10299,308,3,0,,,,,,,,,,,,,,,,,1,
0272014JY00039,珞瑜东路关山大道JY,10098,0272014JY00039,3,0,,,,,1,2,,,upload/20150411/20150411104630d.jpg,,upload/20150411/20150411104634n.jpg,,,,,,1,
0272014JY00047,建设大道航空侧路JY,10105,0272014JY00047,2,0,,,,,1,2,,,upload/20150410/20150410160851d.jpg,,,,upload/20150410/20150410160855x.jpg,,,,1,
0272014JY00049,和平大道建设八路JY,10107,0272014JY00049,3,0,,,,,1,2,,,upload/20150410/20150410134750d.jpg,,,,upload/20150410/20150410134800x.jpg,,,,1,
0272014JY00060,汉江大道江汉桥东侧JY,10114,0272014JY00100,2,0,,,,,1,3,,,upload/20150411/20150411150114d.jpg,,upload/20150411/20150411150122n.jpg,,upload/20150411/20150411150126x.jpg,,,,1,
0272014JY00072,建设大道妙墩路JY,10118,0272014JY00072,2,,,,,,1,2,,,upload/20150410/20150410160955d.jpg,,,,upload/20150410/20150410160958x.jpg,,,,1,
0272014JY00073,三眼桥路唐蔡路JY,10119,0272014JY00073,2,0,,,,,1,2,,,,,upload/20150410/20150410161043n.jpg,,,,upload/20150410/20150410161040b.jpg,,1,
HPKK001,岱黄公路府河桥头,10145,HPKK001,4,0,,,,,,2,,,,,,,,,,,1,
153,汉阳大道翠微横路,10169,153,2,0,,,,,,,,,,,,,,,,,1,
asdf,ad,10150,asdf,5,,,,,,,,,,,,,,,,,,1,
148,龙阳大道陶家岭段,10167,148,3,0,,,,,,,,,,,,,,,,,1,
152,汉阳大道五琴路口,10168,152,2,0,,,,,,,,,,,,,,,,,1,
154,琴台路文化宫立交,10170,154,2,0,,,,,,,,,,,,,,,,,1,
182,汉阳大道锅顶山变电站,10181,182,3,0,,,,,,,,,,,,,,,,,1,
184,汉阳大道三环立交桥,10182,184,5,0,,,,,,,,,,,,,,,,,1,
187,龙阳大道烟厂段（摩尔城）,10183,212,2,0,,,,,,,,,,,,,,,,,1,
195,江城大道墨水湖桥南,10184,195,3,0,,,,,,,,,,,,,,,,,1,
196,江城大道四新大道口,10185,196,3,3,,,,,,,,,,,,,,,,,1,
197,江城大道三环立交桥,10186,197,5,3,,,,,,,,,,,,,,,,,1,
202,鹦鹉大道前进集贸市场,10187,205,3,0,,,,,,,,,,,,,,,,,1,
203,琴台路金龙路,10188,203,3,0,,,,,,,,,,,,,,,,,1,
109,卓刀泉立交桥顶层,10189,109,3,4,,,,,,,,,,,,,,,,,1,
6,湖北剧场,10190,8,1,0,,,,,,,,,,,,,,,,,1,
7,武珞路首义路口,10191,7,1,0,,,,,,,,,,,,,,,,,1,
9,首义隧道大桥端,10192,9,1,0,,,,,,,,,,,,,,,,,1,
34,长江二桥武昌铁索,10193,34,1,0,,,,,,,,,,,,,,,,,1,
73,东湖路黄鹂路口  ,10204,73,3,0,,,,,,,,,,,,,,,,,1,
74,东湖路东湖宾馆,10205,74,3,0,,,,,,,,,,,,,,,,,1,
75,洪山路双湖桥,10206,75,3,0,,,,,,,,,,,,,,,,,1,
107,和平大道铁机路口,10207,107,2,0,,,,,,,,,,,,,,,,,1,
108,解放路大成路口,10208,108,2,0,,,,,,,,,,,,,,,,,1,
117,和平大道建十一路口,10216,117,4,4,,,,,,,,,,,,,,,,,1,
118,和平大道建十路口,10217,118,3,0,,,,,,,,,,,,,,,,,1,
147,徐东路梨园段,10240,144,1,0,,,,,,,,,,,,,,,,,1,
171,中山路友谊大道路口,10241,171,1,3,,,,,,,,,,,,,,,,,1,
172,友谊大道武昌大队,10242,172,1,3,,,,,,,,,,,,,,,,,1,
173,友谊大道新河街路口,10243,173,1,,,,,,,,,,,,,,,,,,1,
174,友谊大道湖大路口,10244,174,1,3,,,,,,,,,,,,,,,,,1,
0272014JY00007,光谷大道创业街路口,10055,0272014JY00007,,0,,,,,2,2,,,,,,,,,,,0,
0272014JY00004,光谷大道创业街JY,10074,0272014JY00004,2,0,,,,,1,2,,,,,upload/20150410/20150410134130nan.jpg,,,,upload/20150410/20150410134125bei.jpg,,1,
0272014JY00017,公正路紫砂路JY,10079,0272014JY00017,2,0,,,,,1,2,,,upload/20150410/20150410120902dong.jpg,,,,upload/20150410/20150410120914xi.jpg,,,,1,
0272014JY00041,临江大道中山路JY,10099,0272014JY00041,2,,,,,,1,2,,,,,upload/20150410/20150410140031n.jpg,,,,upload/20150410/20150410140028b.jpg,,1,
0272014JY00042,南湖大道华农北门JY,10100,0272014JY00042,2,0,,,,,1,2,,,upload/20150410/20150410135134d.jpg,,,,upload/20150410/20150410135139x.jpg,,,,1,
0272014JY00074,建设大道万松园路JY,10140,0272014JY00074,2,0,,,,,1,2,,,upload/20150410/20150410161138d.jpg,,,,upload/20150410/20150410161144x.jpg,,,,1,
0272014JY00081,赫山路玫瑰街JY,10142,0272014JY00081,2,0,,,,,1,3,,,upload/20150411/20150411145444d.jpg,,upload/20150411/20150411145449n.jpg,,upload/20150411/20150411145453x.jpg,,,,1,
0272014JY00082,建设一路建岗南街JY,10143,0272014JY00082,2,0,,,,,1,2,,,upload/20150411/20150411105035d.jpg,,,,upload/20150411/20150411105040x.jpg,,,,1,
HPKK003,巨龙大道阳光天下,10146,HPKK003,4,0,,,,,,2,,,,,,,,,,,1,
HPKK002,岱黄公路府河收费站,901,HPKK002,4,4,,,,,,2,,,,,,,,,,,1,
177,小东门路口,10246,177,1,0,,,,,,,,,,,,,,,,,1,
189,公正路余家湖路口,10258,189,1,0,,,,,,,,,,,,,,,,,1,
200,省委正门高清,10259,200,1,0,,,,,,,,,,,,,,,,,1,
201,省政府正门高清,10260,201,1,0,,,,,,,,,,,,,,,,,1,
271,和平大道理工大,10261,271,1,0,,,,,,,,,,,,,,,,,1,
272,中山路公平路,10262,272,1,0,,,,,,,,,,,,,,,,,1,
274,中山路解放路,10263,274,1,0,,,,,,,,,,,,,,,,,1,
275,临江大道彭刘杨路口,10264,275,1,0,,,,,,,,,,,,,,,,,1,
276,临江大道张之洞路口,10265,276,1,0,,,,,,,,,,,,,,,,,1,
277,首义路701所门前,10266,277,1,0,,,,,,,,,,,,,,,,,1,
278,张之洞路中南财大,10267,278,,3,,,,,,,,,,,,,,,,,1,
279,解放路彭刘杨路,10268,279,,3,,,,,,,,,,,,,,,,,1,
280,解放路火炬路,10269,280,,0,,,,,,,,,,,,,,,,,1,
281,中山路中铁十一局,10270,281,,0,,,,,,,,,,,,,,,,,1,
282,粮道街胭脂路,10271,282,,0,,,,,,,,,,,,,,,,,1,
283,解放路中华路,10272,283,,0,,,,,,,,,,,,,,,,,1,
284,民主路中铁七局段,10273,284,,0,,,,,,,,,,,,,,,,,1,
285,洪山广场八一路,10274,285,,0,,,,,,,,,,,,,,,,,1,
286,洪山广场洪山路,10275,286,,0,,,,,,,,,,,,,,,,,1,
287,洪山广场民主路,10276,287,,0,,,,,,,,,,,,,,,,,1,
295,徐东大街省电力,10277,295,,0,,,,,,,,,,,,,,,,,1,
296,中南路中南二路,10278,296,,0,,,,,,,,,,,,,,,,,1,
297,梅苑路文安路,10279,297,,0,,,,,,,,,,,,,,,,,1,
299,东湖路白鹭街,10281,299,,3,,,,,,,,,,,,,,,,,1,
300,东三路八一路,10282,300,,0,,,,,,,,,,,,,,,,,1,
303,友谊大道长江隧道出口,10283,303,,0,,,,,,,,,,,,,,,,,1,
304,东湖路双湖桥段,10284,304,,0,,,,,,,,,,,,,,,,,1,
289,卓刀泉立交桥下,10285,289,,3,,,,,,,,,,,,,,,,,1,
0272014JY00012,新华路北湖西路JY,10077,0272014JY00012,,0,,,,,,2,,,,,upload/20150410/20150410140723n.jpg,,,,upload/20150410/20150410140719b.jpg,,1,
0272014JY00025,京汉大道武展东路JY,10085,0272014JY00025,2,0,,,,,1,2,,,upload/20150410/20150410161250d.jpg,,,,upload/20150410/20150410161255x.jpg,,,,1,
0272014JY00029,南泥湾大道古田二路JY,10089,0272014JY00029,3,0,,,,,1,2,,,upload/20150410/20150410161417d.jpg,,,,upload/20150410/20150410161422x.jpg,,,,1,
0272014JY00034,关山大道南湖大道JY,10094,0272014JY00034,3,0,,,,,1,2,,,,,upload/20150410/20150410140303n.jpg,,,,upload/20150410/20150410140258b.jpg,,1,
0272014JY00050,京汉大道硚口路JY,10128,0272014JY00050,2,,,,,,1,2,,,upload/20150410/20150410161528d.jpg,,,,,,upload/20150410/20150410161524b.jpg,,1,
0272014JY00056,友谊大道工业四路JY,10129,0272014JY00056,2,0,,,,,1,2,,,upload/20150410/20150410141926d.jpg,,,,upload/20150410/20150410141930x.jpg,,,,1,
0272014JY00058,解放大道六十三中JY,10130,0272014JY00058,2,0,,,,,1,2,,,upload/20150410/20150410161610d.jpg,,,,upload/20150410/20150410161613x.jpg,,,,1,
0272014JY00059,和平大道学院路JY,10131,0272014JY00059,3,0,,,,,1,2,,,,,upload/20150411/20150411105214n.jpg,,,,upload/20150411/20150411105211b.jpg,,1,
0272014JY00061,京汉大道芦沟桥路JY,10132,0272014JY00061,3,0,,,,,1,4,,,upload/20150411/20150411105513jhddlgqd.jpg,,upload/20150411/20150411105504jhddlgqn.jpg,,upload/20150411/20150411105459jhddlgqx.jpg,,upload/20150411/20150411105454jhddlgqb.jpg,,1,
0272014JY00066,民族大道南湖大道JY,10135,0272014JY00066,3,0,,,,,1,2,,,upload/20150411/20150411105911d.jpg,,,,upload/20150411/20150411105923n.jpg,,,,1,
0272014JY00069,欢乐大道杨园南路JY,10137,0272014JY00069,3,0,,,,,1,2,,,,,upload/20150411/20150411110032n.jpg,,,,upload/20150411/20150411110027b.jpg,,1,
0272014JY00071,北湖西路西北湖路JY,10139,0272014JY00071,2,0,,,,,1,2,,,upload/20150411/20150411110350bhxlxbhld.jpg,,,,upload/20150411/20150411110405bhxlxbhlx.jpg,,,,1,
0272014JY00080,建设六路红钢二街JY,10141,0272014JY00080,3,0,,,,,1,2,,,,,upload/20150411/20150411111414n.jpg,,,,upload/20150411/20150411111418b.jpg,,1,
0272014JY00083,工业路黄州街JY,10144,0272014JY00083,2,0,,,,,1,2,,,,,upload/20150411/20150411111526n.jpg,,,,upload/20150411/20150411111520b.jpg,,1,
290,卓刀泉南路虎泉路,10286,290,,3,,,,,,,,,,,,,,,,,1,
291,珞狮南路南湖大道,10287,291,,3,,,,,,,,,,,,,,,,,1,
292,文化路无名十字路口,10288,292,4,,,,,,,,,,,,,,,,,,1,
293,南湖大道江大师范学院,10289,293,4,3,,,,,,,,,,,,,,,,,1,
309,三弓路旅大路口,10300,309,3,0,,,,,,,,,,,,,,,,,1,
29,解放大道永清街口,10301,29,2,0,,,,,,,,,,,,,,,,,1,
310,工业路随州街路,10302,310,3,0,,,,,,,,,,,,,,,,,1,
30,黄浦路立交桥全景,10303,30,2,0,,,,,,,,,,,,,,,,,1,
311,工业二路随州街路,10304,311,3,0,,,,,,,,,,,,,,,,,1,
31,解放大道黄浦路口,10305,31,2,0,,,,,,,,,,,,,,,,,1,
312,工业四路随州街路,10306,312,3,0,,,,,,,,,,,,,,,,,1,
313,友谊大道三弓路口,10307,313,3,0,,,,,,,,,,,,,,,,,1,
86,解放大道崇仁路口,10308,86,2,,,,,,,,,,,,,,,,,,1,
315,青王公路团结路,10309,315,4,0,,,,,,,,,,,,,,,,,1,
316,临江大道建八路,10310,316,4,0,,,,,,,,,,,,,,,,,1,
87,解放大道硚口路口,10311,87,2,,,,,,,,,,,,,,,,,,1,
317,东湖南路风光村路口,10312,317,,,,,,,,,,,,,,,,,,,1,
88,解放大道双厂巷口,10313,88,2,,,,,,,,,,,,,,,,,,1,
318,鲁磨路植物园路段,10314,318,,,,,,,,,,,,,,,,,,,1,
89,解放大道汉西路口,10315,89,2,,,,,,,,,,,,,,,,,,1,
319,东湖东路磨山大门,10316,319,,3,,,,,,,,,,,,,,,,,1,
478,三环线青菱路立交,10333,478,5,0,,,,,,,,,,,,,,,,,1,
479,107国道民院分校,10334,479,5,0,,,,,,,,,,,,,,,,,1,
480,107国道青郑高速入口 ,10335,480,5,3,,,,,,,,,,,,,,,,,1,
481,企业路21号公路口,10336,481,,0,,,,,,,,,,,,,,,,,1,
482,企业路21号公路口,10337,482,4,0,,,,,,,,,,,,,,,,,1,
483,21号公路焦化公司大门,10338,483,4,0,,,,,,,,,,,,,,,,,1,
484,21号公路K4+940处,10339,484,4,0,,,,,,,,,,,,,,,,,1,
485,21号公路焦沙路口,10340,485,4,0,,,,,,,,,,,,,,,,,1,
